approach_name,simulator_variant,batch_count,batch_size,num_training_sims,epochs,training_seed,network_seed,epoch,loss,mean/inference_mean,quantiles/inference_quantiles
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,146,0.09153468906879425,0.09883228689432144,0.08423709869384766
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,147,0.09021030366420746,0.09831357002258301,0.08210702985525131
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,148,0.08989973366260529,0.09787895530462265,0.08192051947116852
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,149,0.08980661630630493,0.09728049486875534,0.08233273029327393
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,150,0.0888640284538269,0.09683025628328323,0.08089780807495117
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,151,0.08798538148403168,0.09641394764184952,0.07955680787563324
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,152,0.08868849277496338,0.09583067893981934,0.08154630661010742
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,153,0.08858925104141235,0.09544436633586884,0.08173413574695587
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,154,0.08762284368276596,0.09503933787345886,0.08020634949207306
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,155,0.08691954612731934,0.09441334009170532,0.07942574471235275
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,156,0.08661673218011856,0.09407761693000793,0.07915584743022919
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,157,0.08755169063806534,0.09373638778924942,0.08136699348688126
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,158,0.08634978532791138,0.09310271590948105,0.0795968547463417
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,159,0.08532854914665222,0.09277081489562988,0.07788627594709396
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,160,0.08506468683481216,0.09238407015800476,0.07774530351161957
